,COUNTYNAME,Year,Provisional Drug Overdose Deaths,Coordinates
238,Putnam,2021,0,"[[[-83.881, 41.168], [-83.88, 40.921], [-83.995, 40.92], [-83.995, 40.905], [-84.11, 40.904], [-84.11, 40.861], [-84.286, 40.86], [-84.341, 40.859], [-84.341, 40.904], [-84.398, 40.903], [-84.399, 40.99], [-84.342, 40.991], [-84.342, 41.165], [-84.228, 41.166], [-83.881, 41.168]]]"
239,Richland,2020,660,"[[[-82.433, 40.993], [-82.418, 40.993], [-82.415, 40.828], [-82.417, 40.814], [-82.408, 40.808], [-82.388, 40.808], [-82.39, 40.797], [-82.378, 40.788], [-82.378, 40.727], [-82.339, 40.727], [-82.337, 40.555], [-82.375, 40.551], [-82.623, 40.55], [-82.625, 40.625], [-82.625, 40.637], [-82.645, 40.637], [-82.645, 40.666], [-82.626, 40.666], [-82.627, 40.709], [-82.727, 40.711], [-82.725, 40.875], [-82.725, 40.996], [-82.65, 40.995], [-82.523, 40.994], [-82.433, 40.993]]]"
240,Richland,2021,902,"[[[-82.433, 40.993], [-82.418, 40.993], [-82.415, 40.828], [-82.417, 40.814], [-82.408, 40.808], [-82.388, 40.808], [-82.39, 40.797], [-82.378, 40.788], [-82.378, 40.727], [-82.339, 40.727], [-82.337, 40.555], [-82.375, 40.551], [-82.623, 40.55], [-82.625, 40.625], [-82.625, 40.637], [-82.645, 40.637], [-82.645, 40.666], [-82.626, 40.666], [-82.627, 40.709], [-82.727, 40.711], [-82.725, 40.875], [-82.725, 40.996], [-82.65, 40.995], [-82.523, 40.994], [-82.433, 40.993]]]"
241,Richland,2022,970,"[[[-82.433, 40.993], [-82.418, 40.993], [-82.415, 40.828], [-82.417, 40.814], [-82.408, 40.808], [-82.388, 40.808], [-82.39, 40.797], [-82.378, 40.788], [-82.378, 40.727], [-82.339, 40.727], [-82.337, 40.555], [-82.375, 40.551], [-82.623, 40.55], [-82.625, 40.625], [-82.625, 40.637], [-82.645, 40.637], [-82.645, 40.666], [-82.626, 40.666], [-82.627, 40.709], [-82.727, 40.711], [-82.725, 40.875], [-82.725, 40.996], [-82.65, 40.995], [-82.523, 40.994], [-82.433, 40.993]]]"
242,Richland,2023,615,"[[[-82.433, 40.993], [-82.418, 40.993], [-82.415, 40.828], [-82.417, 40.814], [-82.408, 40.808], [-82.388, 40.808], [-82.39, 40.797], [-82.378, 40.788], [-82.378, 40.727], [-82.339, 40.727], [-82.337, 40.555], [-82.375, 40.551], [-82.623, 40.55], [-82.625, 40.625], [-82.625, 40.637], [-82.645, 40.637], [-82.645, 40.666], [-82.626, 40.666], [-82.627, 40.709], [-82.727, 40.711], [-82.725, 40.875], [-82.725, 40.996], [-82.65, 40.995], [-82.523, 40.994], [-82.433, 40.993]]]"
243,Ross,2020,571,"[[[-82.741, 39.468], [-82.749, 39.368], [-82.763, 39.208], [-82.767, 39.167], [-82.786, 39.169], [-82.995, 39.18], [-83.297, 39.196], [-83.354, 39.197], [-83.343, 39.233], [-83.345, 39.249], [-83.362, 39.243], [-83.38, 39.251], [-83.379, 39.263], [-83.393, 39.27], [-83.381, 39.279], [-83.376, 39.291], [-83.387, 39.323], [-83.376, 39.348], [-83.38, 39.358], [-83.373, 39.377], [-83.267, 39.516], [-83.098, 39.509], [-82.982, 39.507], [-82.98, 39.491], [-82.995, 39.488], [-82.998, 39.48], [-82.824, 39.472], [-82.741, 39.468]]]"
244,Ross,2021,705,"[[[-82.741, 39.468], [-82.749, 39.368], [-82.763, 39.208], [-82.767, 39.167], [-82.786, 39.169], [-82.995, 39.18], [-83.297, 39.196], [-83.354, 39.197], [-83.343, 39.233], [-83.345, 39.249], [-83.362, 39.243], [-83.38, 39.251], [-83.379, 39.263], [-83.393, 39.27], [-83.381, 39.279], [-83.376, 39.291], [-83.387, 39.323], [-83.376, 39.348], [-83.38, 39.358], [-83.373, 39.377], [-83.267, 39.516], [-83.098, 39.509], [-82.982, 39.507], [-82.98, 39.491], [-82.995, 39.488], [-82.998, 39.48], [-82.824, 39.472], [-82.741, 39.468]]]"
245,Ross,2022,695,"[[[-82.741, 39.468], [-82.749, 39.368], [-82.763, 39.208], [-82.767, 39.167], [-82.786, 39.169], [-82.995, 39.18], [-83.297, 39.196], [-83.354, 39.197], [-83.343, 39.233], [-83.345, 39.249], [-83.362, 39.243], [-83.38, 39.251], [-83.379, 39.263], [-83.393, 39.27], [-83.381, 39.279], [-83.376, 39.291], [-83.387, 39.323], [-83.376, 39.348], [-83.38, 39.358], [-83.373, 39.377], [-83.267, 39.516], [-83.098, 39.509], [-82.982, 39.507], [-82.98, 39.491], [-82.995, 39.488], [-82.998, 39.48], [-82.824, 39.472], [-82.741, 39.468]]]"
246,Ross,2023,702,"[[[-82.741, 39.468], [-82.749, 39.368], [-82.763, 39.208], [-82.767, 39.167], [-82.786, 39.169], [-82.995, 39.18], [-83.297, 39.196], [-83.354, 39.197], [-83.343, 39.233], [-83.345, 39.249], [-83.362, 39.243], [-83.38, 39.251], [-83.379, 39.263], [-83.393, 39.27], [-83.381, 39.279], [-83.376, 39.291], [-83.387, 39.323], [-83.376, 39.348], [-83.38, 39.358], [-83.373, 39.377], [-83.267, 39.516], [-83.098, 39.509], [-82.982, 39.507], [-82.98, 39.491], [-82.995, 39.488], [-82.998, 39.48], [-82.824, 39.472], [-82.741, 39.468]]]"
247,Sandusky,2020,169,"[[[-83.064, 41.457], [-83.064, 41.451], [-83.043, 41.447], [-83.019, 41.453], [-82.977, 41.436], [-82.985, 41.451], [-82.972, 41.455], [-82.953, 41.429], [-82.938, 41.422], [-82.925, 41.421], [-82.903, 41.43], [-82.847, 41.43], [-82.842, 41.29], [-82.84, 41.255], [-82.898, 41.256], [-83.012, 41.256], [-83.061, 41.257], [-83.132, 41.256], [-83.225, 41.253], [-83.294, 41.254], [-83.351, 41.255], [-83.42, 41.254], [-83.417, 41.327], [-83.415, 41.5], [-83.339, 41.501], [-83.338, 41.458], [-83.205, 41.458], [-83.064, 41.457]]]"
248,Sandusky,2021,224,"[[[-83.064, 41.457], [-83.064, 41.451], [-83.043, 41.447], [-83.019, 41.453], [-82.977, 41.436], [-82.985, 41.451], [-82.972, 41.455], [-82.953, 41.429], [-82.938, 41.422], [-82.925, 41.421], [-82.903, 41.43], [-82.847, 41.43], [-82.842, 41.29], [-82.84, 41.255], [-82.898, 41.256], [-83.012, 41.256], [-83.061, 41.257], [-83.132, 41.256], [-83.225, 41.253], [-83.294, 41.254], [-83.351, 41.255], [-83.42, 41.254], [-83.417, 41.327], [-83.415, 41.5], [-83.339, 41.501], [-83.338, 41.458], [-83.205, 41.458], [-83.064, 41.457]]]"
249,Sandusky,2022,301,"[[[-83.064, 41.457], [-83.064, 41.451], [-83.043, 41.447], [-83.019, 41.453], [-82.977, 41.436], [-82.985, 41.451], [-82.972, 41.455], [-82.953, 41.429], [-82.938, 41.422], [-82.925, 41.421], [-82.903, 41.43], [-82.847, 41.43], [-82.842, 41.29], [-82.84, 41.255], [-82.898, 41.256], [-83.012, 41.256], [-83.061, 41.257], [-83.132, 41.256], [-83.225, 41.253], [-83.294, 41.254], [-83.351, 41.255], [-83.42, 41.254], [-83.417, 41.327], [-83.415, 41.5], [-83.339, 41.501], [-83.338, 41.458], [-83.205, 41.458], [-83.064, 41.457]]]"
250,Sandusky,2023,223,"[[[-83.064, 41.457], [-83.064, 41.451], [-83.043, 41.447], [-83.019, 41.453], [-82.977, 41.436], [-82.985, 41.451], [-82.972, 41.455], [-82.953, 41.429], [-82.938, 41.422], [-82.925, 41.421], [-82.903, 41.43], [-82.847, 41.43], [-82.842, 41.29], [-82.84, 41.255], [-82.898, 41.256], [-83.012, 41.256], [-83.061, 41.257], [-83.132, 41.256], [-83.225, 41.253], [-83.294, 41.254], [-83.351, 41.255], [-83.42, 41.254], [-83.417, 41.327], [-83.415, 41.5], [-83.339, 41.501], [-83.338, 41.458], [-83.205, 41.458], [-83.064, 41.457]]]"
251,Scioto,2020,1029,"[[[-82.815, 38.571], [-82.838, 38.584], [-82.847, 38.593], [-82.855, 38.612], [-82.859, 38.656], [-82.861, 38.666], [-82.878, 38.691], [-82.869, 38.729], [-82.875, 38.744], [-82.893, 38.754], [-82.941, 38.742], [-82.966, 38.728], [-82.977, 38.725], [-83.014, 38.73], [-83.036, 38.719], [-83.048, 38.7], [-83.058, 38.693], [-83.101, 38.677], [-83.112, 38.67], [-83.121, 38.657], [-83.131, 38.636], [-83.154, 38.62], [-83.196, 38.616], [-83.21, 38.617], [-83.233, 38.627], [-83.247, 38.628], [-83.268, 38.616], [-83.268, 38.861], [-83.271, 39.016], [-83.245, 39.016], [-83.237, 39.012], [-83.232, 38.999], [-83.214, 38.991], [-83.215, 38.975], [-83.212, 38.96], [-83.162, 38.958], [-83.043, 38.957], [-82.9, 38.953], [-82.807, 38.948], [-82.753, 38.945], [-82.76, 38.855], [-82.65, 38.849], [-82.659, 38.763], [-82.663, 38.748], [-82.695, 38.75], [-82.702, 38.691], [-82.707, 38.677], [-82.764, 38.68], [-82.766, 38.644], [-82.74, 38.597], [-82.815, 38.571]]]"
252,Scioto,2021,1175,"[[[-82.815, 38.571], [-82.838, 38.584], [-82.847, 38.593], [-82.855, 38.612], [-82.859, 38.656], [-82.861, 38.666], [-82.878, 38.691], [-82.869, 38.729], [-82.875, 38.744], [-82.893, 38.754], [-82.941, 38.742], [-82.966, 38.728], [-82.977, 38.725], [-83.014, 38.73], [-83.036, 38.719], [-83.048, 38.7], [-83.058, 38.693], [-83.101, 38.677], [-83.112, 38.67], [-83.121, 38.657], [-83.131, 38.636], [-83.154, 38.62], [-83.196, 38.616], [-83.21, 38.617], [-83.233, 38.627], [-83.247, 38.628], [-83.268, 38.616], [-83.268, 38.861], [-83.271, 39.016], [-83.245, 39.016], [-83.237, 39.012], [-83.232, 38.999], [-83.214, 38.991], [-83.215, 38.975], [-83.212, 38.96], [-83.162, 38.958], [-83.043, 38.957], [-82.9, 38.953], [-82.807, 38.948], [-82.753, 38.945], [-82.76, 38.855], [-82.65, 38.849], [-82.659, 38.763], [-82.663, 38.748], [-82.695, 38.75], [-82.702, 38.691], [-82.707, 38.677], [-82.764, 38.68], [-82.766, 38.644], [-82.74, 38.597], [-82.815, 38.571]]]"
253,Scioto,2022,1071,"[[[-82.815, 38.571], [-82.838, 38.584], [-82.847, 38.593], [-82.855, 38.612], [-82.859, 38.656], [-82.861, 38.666], [-82.878, 38.691], [-82.869, 38.729], [-82.875, 38.744], [-82.893, 38.754], [-82.941, 38.742], [-82.966, 38.728], [-82.977, 38.725], [-83.014, 38.73], [-83.036, 38.719], [-83.048, 38.7], [-83.058, 38.693], [-83.101, 38.677], [-83.112, 38.67], [-83.121, 38.657], [-83.131, 38.636], [-83.154, 38.62], [-83.196, 38.616], [-83.21, 38.617], [-83.233, 38.627], [-83.247, 38.628], [-83.268, 38.616], [-83.268, 38.861], [-83.271, 39.016], [-83.245, 39.016], [-83.237, 39.012], [-83.232, 38.999], [-83.214, 38.991], [-83.215, 38.975], [-83.212, 38.96], [-83.162, 38.958], [-83.043, 38.957], [-82.9, 38.953], [-82.807, 38.948], [-82.753, 38.945], [-82.76, 38.855], [-82.65, 38.849], [-82.659, 38.763], [-82.663, 38.748], [-82.695, 38.75], [-82.702, 38.691], [-82.707, 38.677], [-82.764, 38.68], [-82.766, 38.644], [-82.74, 38.597], [-82.815, 38.571]]]"
254,Scioto,2023,1001,"[[[-82.815, 38.571], [-82.838, 38.584], [-82.847, 38.593], [-82.855, 38.612], [-82.859, 38.656], [-82.861, 38.666], [-82.878, 38.691], [-82.869, 38.729], [-82.875, 38.744], [-82.893, 38.754], [-82.941, 38.742], [-82.966, 38.728], [-82.977, 38.725], [-83.014, 38.73], [-83.036, 38.719], [-83.048, 38.7], [-83.058, 38.693], [-83.101, 38.677], [-83.112, 38.67], [-83.121, 38.657], [-83.131, 38.636], [-83.154, 38.62], [-83.196, 38.616], [-83.21, 38.617], [-83.233, 38.627], [-83.247, 38.628], [-83.268, 38.616], [-83.268, 38.861], [-83.271, 39.016], [-83.245, 39.016], [-83.237, 39.012], [-83.232, 38.999], [-83.214, 38.991], [-83.215, 38.975], [-83.212, 38.96], [-83.162, 38.958], [-83.043, 38.957], [-82.9, 38.953], [-82.807, 38.948], [-82.753, 38.945], [-82.76, 38.855], [-82.65, 38.849], [-82.659, 38.763], [-82.663, 38.748], [-82.695, 38.75], [-82.702, 38.691], [-82.707, 38.677], [-82.764, 38.68], [-82.766, 38.644], [-82.74, 38.597], [-82.815, 38.571]]]"
255,Seneca,2020,198,"[[[-82.84, 41.255], [-82.829, 40.997], [-82.853, 40.997], [-82.86, 40.993], [-83.035, 40.994], [-83.113, 40.993], [-83.329, 40.993], [-83.42, 40.992], [-83.422, 41.137], [-83.421, 41.167], [-83.42, 41.254], [-83.351, 41.255], [-83.294, 41.254], [-83.225, 41.253], [-83.132, 41.256], [-83.061, 41.257], [-83.012, 41.256], [-82.898, 41.256], [-82.84, 41.255]]]"
256,Seneca,2021,282,"[[[-82.84, 41.255], [-82.829, 40.997], [-82.853, 40.997], [-82.86, 40.993], [-83.035, 40.994], [-83.113, 40.993], [-83.329, 40.993], [-83.42, 40.992], [-83.422, 41.137], [-83.421, 41.167], [-83.42, 41.254], [-83.351, 41.255], [-83.294, 41.254], [-83.225, 41.253], [-83.132, 41.256], [-83.061, 41.257], [-83.012, 41.256], [-82.898, 41.256], [-82.84, 41.255]]]"
257,Seneca,2022,256,"[[[-82.84, 41.255], [-82.829, 40.997], [-82.853, 40.997], [-82.86, 40.993], [-83.035, 40.994], [-83.113, 40.993], [-83.329, 40.993], [-83.42, 40.992], [-83.422, 41.137], [-83.421, 41.167], [-83.42, 41.254], [-83.351, 41.255], [-83.294, 41.254], [-83.225, 41.253], [-83.132, 41.256], [-83.061, 41.257], [-83.012, 41.256], [-82.898, 41.256], [-82.84, 41.255]]]"
258,Seneca,2023,224,"[[[-82.84, 41.255], [-82.829, 40.997], [-82.853, 40.997], [-82.86, 40.993], [-83.035, 40.994], [-83.113, 40.993], [-83.329, 40.993], [-83.42, 40.992], [-83.422, 41.137], [-83.421, 41.167], [-83.42, 41.254], [-83.351, 41.255], [-83.294, 41.254], [-83.225, 41.253], [-83.132, 41.256], [-83.061, 41.257], [-83.012, 41.256], [-82.898, 41.256], [-82.84, 41.255]]]"
259,Shelby,2020,217,"[[[-84.014, 40.274], [-84.023, 40.184], [-84.219, 40.195], [-84.219, 40.2], [-84.342, 40.197], [-84.432, 40.197], [-84.434, 40.355], [-84.434, 40.378], [-84.339, 40.379], [-84.339, 40.481], [-84.002, 40.483], [-84.002, 40.391], [-84.005, 40.39], [-84.004, 40.314], [-84.009, 40.317], [-84.014, 40.274]]]"
260,Shelby,2021,179,"[[[-84.014, 40.274], [-84.023, 40.184], [-84.219, 40.195], [-84.219, 40.2], [-84.342, 40.197], [-84.432, 40.197], [-84.434, 40.355], [-84.434, 40.378], [-84.339, 40.379], [-84.339, 40.481], [-84.002, 40.483], [-84.002, 40.391], [-84.005, 40.39], [-84.004, 40.314], [-84.009, 40.317], [-84.014, 40.274]]]"
261,Shelby,2022,86,"[[[-84.014, 40.274], [-84.023, 40.184], [-84.219, 40.195], [-84.219, 40.2], [-84.342, 40.197], [-84.432, 40.197], [-84.434, 40.355], [-84.434, 40.378], [-84.339, 40.379], [-84.339, 40.481], [-84.002, 40.483], [-84.002, 40.391], [-84.005, 40.39], [-84.004, 40.314], [-84.009, 40.317], [-84.014, 40.274]]]"
262,Shelby,2023,113,"[[[-84.014, 40.274], [-84.023, 40.184], [-84.219, 40.195], [-84.219, 40.2], [-84.342, 40.197], [-84.432, 40.197], [-84.434, 40.355], [-84.434, 40.378], [-84.339, 40.379], [-84.339, 40.481], [-84.002, 40.483], [-84.002, 40.391], [-84.005, 40.39], [-84.004, 40.314], [-84.009, 40.317], [-84.014, 40.274]]]"
263,Stark,2020,1364,"[[[-81.087, 40.901], [-81.087, 40.728], [-81.199, 40.729], [-81.199, 40.722], [-81.237, 40.724], [-81.241, 40.651], [-81.317, 40.652], [-81.437, 40.653], [-81.44, 40.662], [-81.459, 40.665], [-81.467, 40.655], [-81.649, 40.635], [-81.649, 40.668], [-81.648, 40.737], [-81.648, 40.914], [-81.42, 40.906], [-81.416, 40.989], [-81.393, 40.989], [-81.086, 40.988], [-81.087, 40.901]]]"
264,Stark,2021,1720,"[[[-81.087, 40.901], [-81.087, 40.728], [-81.199, 40.729], [-81.199, 40.722], [-81.237, 40.724], [-81.241, 40.651], [-81.317, 40.652], [-81.437, 40.653], [-81.44, 40.662], [-81.459, 40.665], [-81.467, 40.655], [-81.649, 40.635], [-81.649, 40.668], [-81.648, 40.737], [-81.648, 40.914], [-81.42, 40.906], [-81.416, 40.989], [-81.393, 40.989], [-81.086, 40.988], [-81.087, 40.901]]]"
265,Stark,2022,1660,"[[[-81.087, 40.901], [-81.087, 40.728], [-81.199, 40.729], [-81.199, 40.722], [-81.237, 40.724], [-81.241, 40.651], [-81.317, 40.652], [-81.437, 40.653], [-81.44, 40.662], [-81.459, 40.665], [-81.467, 40.655], [-81.649, 40.635], [-81.649, 40.668], [-81.648, 40.737], [-81.648, 40.914], [-81.42, 40.906], [-81.416, 40.989], [-81.393, 40.989], [-81.086, 40.988], [-81.087, 40.901]]]"
266,Stark,2023,1991,"[[[-81.087, 40.901], [-81.087, 40.728], [-81.199, 40.729], [-81.199, 40.722], [-81.237, 40.724], [-81.241, 40.651], [-81.317, 40.652], [-81.437, 40.653], [-81.44, 40.662], [-81.459, 40.665], [-81.467, 40.655], [-81.649, 40.635], [-81.649, 40.668], [-81.648, 40.737], [-81.648, 40.914], [-81.42, 40.906], [-81.416, 40.989], [-81.393, 40.989], [-81.086, 40.988], [-81.087, 40.901]]]"
267,Summit,2020,2635,"[[[-81.393, 40.989], [-81.416, 40.989], [-81.42, 40.906], [-81.648, 40.914], [-81.648, 40.988], [-81.688, 40.989], [-81.685, 41.277], [-81.562, 41.278], [-81.557, 41.28], [-81.581, 41.315], [-81.588, 41.333], [-81.588, 41.351], [-81.392, 41.349], [-81.392, 41.198], [-81.393, 41.066], [-81.393, 40.989]]]"
268,Summit,2021,2747,"[[[-81.393, 40.989], [-81.416, 40.989], [-81.42, 40.906], [-81.648, 40.914], [-81.648, 40.988], [-81.688, 40.989], [-81.685, 41.277], [-81.562, 41.278], [-81.557, 41.28], [-81.581, 41.315], [-81.588, 41.333], [-81.588, 41.351], [-81.392, 41.349], [-81.392, 41.198], [-81.393, 41.066], [-81.393, 40.989]]]"
269,Summit,2022,2670,"[[[-81.393, 40.989], [-81.416, 40.989], [-81.42, 40.906], [-81.648, 40.914], [-81.648, 40.988], [-81.688, 40.989], [-81.685, 41.277], [-81.562, 41.278], [-81.557, 41.28], [-81.581, 41.315], [-81.588, 41.333], [-81.588, 41.351], [-81.392, 41.349], [-81.392, 41.198], [-81.393, 41.066], [-81.393, 40.989]]]"
270,Summit,2023,3007,"[[[-81.393, 40.989], [-81.416, 40.989], [-81.42, 40.906], [-81.648, 40.914], [-81.648, 40.988], [-81.688, 40.989], [-81.685, 41.277], [-81.562, 41.278], [-81.557, 41.28], [-81.581, 41.315], [-81.588, 41.333], [-81.588, 41.351], [-81.392, 41.349], [-81.392, 41.198], [-81.393, 41.066], [-81.393, 40.989]]]"
271,Trumbull,2020,1267,"[[[-80.519, 41.499], [-80.518, 41.34], [-80.518, 41.133], [-80.789, 41.134], [-81.002, 41.134], [-81.003, 41.348], [-81.003, 41.502], [-80.868, 41.5], [-80.811, 41.501], [-80.619, 41.498], [-80.519, 41.499]]]"
272,Trumbull,2021,1679,"[[[-80.519, 41.499], [-80.518, 41.34], [-80.518, 41.133], [-80.789, 41.134], [-81.002, 41.134], [-81.003, 41.348], [-81.003, 41.502], [-80.868, 41.5], [-80.811, 41.501], [-80.619, 41.498], [-80.519, 41.499]]]"
273,Trumbull,2022,1368,"[[[-80.519, 41.499], [-80.518, 41.34], [-80.518, 41.133], [-80.789, 41.134], [-81.002, 41.134], [-81.003, 41.348], [-81.003, 41.502], [-80.868, 41.5], [-80.811, 41.501], [-80.619, 41.498], [-80.519, 41.499]]]"
274,Trumbull,2023,1637,"[[[-80.519, 41.499], [-80.518, 41.34], [-80.518, 41.133], [-80.789, 41.134], [-81.002, 41.134], [-81.003, 41.348], [-81.003, 41.502], [-80.868, 41.5], [-80.811, 41.501], [-80.619, 41.498], [-80.519, 41.499]]]"
275,Tuscarawas,2020,300,"[[[-81.27, 40.434], [-81.275, 40.304], [-81.334, 40.305], [-81.338, 40.214], [-81.623, 40.221], [-81.616, 40.368], [-81.712, 40.371], [-81.709, 40.445], [-81.669, 40.446], [-81.662, 40.633], [-81.649, 40.635], [-81.467, 40.655], [-81.459, 40.665], [-81.44, 40.662], [-81.437, 40.653], [-81.317, 40.652], [-81.322, 40.567], [-81.264, 40.565], [-81.268, 40.513], [-81.27, 40.434]]]"
276,Tuscarawas,2021,337,"[[[-81.27, 40.434], [-81.275, 40.304], [-81.334, 40.305], [-81.338, 40.214], [-81.623, 40.221], [-81.616, 40.368], [-81.712, 40.371], [-81.709, 40.445], [-81.669, 40.446], [-81.662, 40.633], [-81.649, 40.635], [-81.467, 40.655], [-81.459, 40.665], [-81.44, 40.662], [-81.437, 40.653], [-81.317, 40.652], [-81.322, 40.567], [-81.264, 40.565], [-81.268, 40.513], [-81.27, 40.434]]]"
277,Tuscarawas,2022,344,"[[[-81.27, 40.434], [-81.275, 40.304], [-81.334, 40.305], [-81.338, 40.214], [-81.623, 40.221], [-81.616, 40.368], [-81.712, 40.371], [-81.709, 40.445], [-81.669, 40.446], [-81.662, 40.633], [-81.649, 40.635], [-81.467, 40.655], [-81.459, 40.665], [-81.44, 40.662], [-81.437, 40.653], [-81.317, 40.652], [-81.322, 40.567], [-81.264, 40.565], [-81.268, 40.513], [-81.27, 40.434]]]"
278,Tuscarawas,2023,277,"[[[-81.27, 40.434], [-81.275, 40.304], [-81.334, 40.305], [-81.338, 40.214], [-81.623, 40.221], [-81.616, 40.368], [-81.712, 40.371], [-81.709, 40.445], [-81.669, 40.446], [-81.662, 40.633], [-81.649, 40.635], [-81.467, 40.655], [-81.459, 40.665], [-81.44, 40.662], [-81.437, 40.653], [-81.317, 40.652], [-81.322, 40.567], [-81.264, 40.565], [-81.268, 40.513], [-81.27, 40.434]]]"
279,Union,2020,154,"[[[-83.17, 40.143], [-83.17, 40.107], [-83.206, 40.108], [-83.28, 40.11], [-83.504, 40.111], [-83.494, 40.225], [-83.551, 40.229], [-83.52, 40.504], [-83.419, 40.505], [-83.248, 40.507], [-83.248, 40.444], [-83.25, 40.382], [-83.248, 40.368], [-83.248, 40.245], [-83.172, 40.244], [-83.17, 40.143]]]"
280,Union,2021,101,"[[[-83.17, 40.143], [-83.17, 40.107], [-83.206, 40.108], [-83.28, 40.11], [-83.504, 40.111], [-83.494, 40.225], [-83.551, 40.229], [-83.52, 40.504], [-83.419, 40.505], [-83.248, 40.507], [-83.248, 40.444], [-83.25, 40.382], [-83.248, 40.368], [-83.248, 40.245], [-83.172, 40.244], [-83.17, 40.143]]]"
281,Union,2022,95,"[[[-83.17, 40.143], [-83.17, 40.107], [-83.206, 40.108], [-83.28, 40.11], [-83.504, 40.111], [-83.494, 40.225], [-83.551, 40.229], [-83.52, 40.504], [-83.419, 40.505], [-83.248, 40.507], [-83.248, 40.444], [-83.25, 40.382], [-83.248, 40.368], [-83.248, 40.245], [-83.172, 40.244], [-83.17, 40.143]]]"
282,Union,2023,74,"[[[-83.17, 40.143], [-83.17, 40.107], [-83.206, 40.108], [-83.28, 40.11], [-83.504, 40.111], [-83.494, 40.225], [-83.551, 40.229], [-83.52, 40.504], [-83.419, 40.505], [-83.248, 40.507], [-83.248, 40.444], [-83.25, 40.382], [-83.248, 40.368], [-83.248, 40.245], [-83.172, 40.244], [-83.17, 40.143]]]"
283,Van Wert,2020,52,"[[[-84.399, 40.99], [-84.398, 40.903], [-84.341, 40.904], [-84.341, 40.859], [-84.34, 40.816], [-84.398, 40.816], [-84.397, 40.685], [-84.456, 40.685], [-84.456, 40.728], [-84.689, 40.728], [-84.802, 40.728], [-84.803, 40.922], [-84.803, 40.989], [-84.688, 40.989], [-84.399, 40.99]]]"
284,Van Wert,2022,11,"[[[-84.399, 40.99], [-84.398, 40.903], [-84.341, 40.904], [-84.341, 40.859], [-84.34, 40.816], [-84.398, 40.816], [-84.397, 40.685], [-84.456, 40.685], [-84.456, 40.728], [-84.689, 40.728], [-84.802, 40.728], [-84.803, 40.922], [-84.803, 40.989], [-84.688, 40.989], [-84.399, 40.99]]]"
285,Van Wert,2023,91,"[[[-84.399, 40.99], [-84.398, 40.903], [-84.341, 40.904], [-84.341, 40.859], [-84.34, 40.816], [-84.398, 40.816], [-84.397, 40.685], [-84.456, 40.685], [-84.456, 40.728], [-84.689, 40.728], [-84.802, 40.728], [-84.803, 40.922], [-84.803, 40.989], [-84.688, 40.989], [-84.399, 40.99]]]"
286,Vinton,2020,20,"[[[-82.29, 39.384], [-82.298, 39.295], [-82.26, 39.293], [-82.269, 39.204], [-82.307, 39.205], [-82.323, 39.028], [-82.435, 39.035], [-82.425, 39.138], [-82.54, 39.144], [-82.537, 39.181], [-82.651, 39.189], [-82.65, 39.202], [-82.763, 39.208], [-82.749, 39.368], [-82.636, 39.361], [-82.634, 39.376], [-82.517, 39.369], [-82.515, 39.396], [-82.29, 39.384]]]"
287,Vinton,2021,119,"[[[-82.29, 39.384], [-82.298, 39.295], [-82.26, 39.293], [-82.269, 39.204], [-82.307, 39.205], [-82.323, 39.028], [-82.435, 39.035], [-82.425, 39.138], [-82.54, 39.144], [-82.537, 39.181], [-82.651, 39.189], [-82.65, 39.202], [-82.763, 39.208], [-82.749, 39.368], [-82.636, 39.361], [-82.634, 39.376], [-82.517, 39.369], [-82.515, 39.396], [-82.29, 39.384]]]"
288,Vinton,2022,203,"[[[-82.29, 39.384], [-82.298, 39.295], [-82.26, 39.293], [-82.269, 39.204], [-82.307, 39.205], [-82.323, 39.028], [-82.435, 39.035], [-82.425, 39.138], [-82.54, 39.144], [-82.537, 39.181], [-82.651, 39.189], [-82.65, 39.202], [-82.763, 39.208], [-82.749, 39.368], [-82.636, 39.361], [-82.634, 39.376], [-82.517, 39.369], [-82.515, 39.396], [-82.29, 39.384]]]"
289,Vinton,2023,184,"[[[-82.29, 39.384], [-82.298, 39.295], [-82.26, 39.293], [-82.269, 39.204], [-82.307, 39.205], [-82.323, 39.028], [-82.435, 39.035], [-82.425, 39.138], [-82.54, 39.144], [-82.537, 39.181], [-82.651, 39.189], [-82.65, 39.202], [-82.763, 39.208], [-82.749, 39.368], [-82.636, 39.361], [-82.634, 39.376], [-82.517, 39.369], [-82.515, 39.396], [-82.29, 39.384]]]"
290,Warren,2020,641,"[[[-83.977, 39.569], [-83.984, 39.5], [-84.007, 39.255], [-84.26, 39.27], [-84.262, 39.288], [-84.334, 39.293], [-84.353, 39.292], [-84.345, 39.383], [-84.337, 39.451], [-84.34, 39.456], [-84.332, 39.547], [-84.359, 39.544], [-84.365, 39.547], [-84.366, 39.59], [-84.292, 39.589], [-84.114, 39.578], [-83.977, 39.569]]]"
291,Warren,2021,855,"[[[-83.977, 39.569], [-83.984, 39.5], [-84.007, 39.255], [-84.26, 39.27], [-84.262, 39.288], [-84.334, 39.293], [-84.353, 39.292], [-84.345, 39.383], [-84.337, 39.451], [-84.34, 39.456], [-84.332, 39.547], [-84.359, 39.544], [-84.365, 39.547], [-84.366, 39.59], [-84.292, 39.589], [-84.114, 39.578], [-83.977, 39.569]]]"
